subnum,year,placeval,ravens,wiat,woodcock,arith,wholegroupsums,abacus,age,female,condition,verbalwm,spatialwm,english,math,science,computer,music,art,phys.ed,attendance,mental.rot,ordinality,deviance,cov,linslope,linr2,logr2,averagegrades,ans
164,1,0.545454545,0.833333333,0.52,0.418604651,0.270833333,NA,0,7.1,1,control,4.12,4.54,93,89,97,73,86,86,84,228,0.625,0.69,1.31,0.63,0.934579439,0.13,0.1,86.5,11
165,1,1,0.916666667,0.4,0.372093023,0.145833333,NA,0,6.2,0,control,3.88,3.71,93,95,93,77,89,92,86,226,0.729166667,0.76,1.14,1,0.319488818,0.38,0.24,88.33333333,10
170,1,0.454545455,0.25,0.28,0.209302326,0.0625,NA,0,6.1,1,control,3.62,4.38,94,94,98,69,84,92,85,233,0.270833333,0.86,0.54,0.81,0.45,0.36,0.25,87,7
171,1,0.090909091,0.166666667,0.16,0.302325581,0.145833333,NA,1,6.8,0,abacus,3.33,2.83,90,93,97,77,81,84,87,237,0.395833333,0.83,0.47,1.13,0.65,0.44,0.28,86,15
172,1,0.454545455,0.583333333,0.36,0.325581395,0.25,NA,1,6.5,0,abacus,4.62,4.88,86,88,93,77,80,84,87,229,0.34375,0.79,0.46,0.36,0.84,0.67,0.47,84.5,12
173,1,0.181818182,0.833333333,0.36,0.302325581,0.25,NA,1,6.5,0,abacus,4.29,3.08,95,87,100,81,79,92,84,223,0.364583333,0.83,0.62,0.98,0.787401575,0.27,0.21,88.5,13
174,1,0.636363636,0.666666667,0.2,NA,0.229166667,NA,0,7.4,0,control,3.88,3.83,72,79,83,66,80,92,88,215,0.520833333,0.88,0.47,0.38,0.28,0.47,0.45,80.16666667,16
176,1,0.181818182,0.5,0.12,0.255813953,0.0625,NA,0,6.1,1,control,2.42,2.25,75,82,87,69,79,86,85,222,0.270833333,0.79,0.52,0.17,0.06,0.51,0.61,80.16666667,11
177,1,0.545454545,0.833333333,0.32,0.395348837,0.229166667,NA,0,6.5,0,control,1.58,4,59,80,76,65,80,86,87,236,0.291666667,0.8,0.57,0.8,0.21,0.08,0.1,75.5,13
178,1,0.818181818,0.5,0.48,0.372093023,0.270833333,NA,1,7.5,1,abacus,3.21,4,91,92,90,87,80,90,87,233,0.3125,0.83,0.38,0.47,0.51,0.63,0.56,87.5,11
187,1,0,0.166666667,0.28,0.348837209,0.229166667,NA,1,6.1,1,abacus,2.25,1.67,72,76,90,68,79,94,88,214,0.020833333,0.7,0.85,1.09,0.917431193,0.23,0.13,81.83333333,11
192,1,0.090909091,0.583333333,0.12,0.255813953,0.145833333,NA,0,7,0,control,2.67,3.67,88,88,97,65,86,86,86,231,0.302083333,0.85,0.92,0.84,0.336700337,0.36,0.22,84.66666667,14
193,1,0.454545455,0.916666667,0.24,0.279069767,0.104166667,NA,1,8.1,0,abacus,3.88,3.38,77,82,77,66,80,86,85,207,0.6875,0.9,0.56,0.36,0.18,0.31,0.22,78.5,13
194,1,0,0.166666667,0.2,0.348837209,0.208333333,NA,1,6,0,abacus,4.21,3.88,93,83,98,58,78,86,84,233,0.229166667,0.88,0.62,0.54,0.93,0.62,0.64,82.83333333,10
195,1,0.818181818,0.083333333,0.44,0.418604651,0.375,NA,1,6.7,1,abacus,4.62,3.46,98,94,99,68,76,88,87,221,0.229166667,0.87,0.76,1.22,0.826446281,0.14,0.12,86,13
202,1,0.181818182,0.666666667,0.24,0.372093023,0.145833333,NA,1,6.6,1,abacus,3.17,3.88,90,84,95,79,81,92,86,237,0.322916667,0.8,0.66,0.78,0.33,0.22,0.22,87.16666667,12
203,1,0,0.166666667,0.36,0.325581395,0.083333333,NA,1,7,0,abacus,3.58,2.75,86,89,92,75,84,82,85,236,0.395833333,0.71,0.56,0.76,0.47,0.32,0.34,84,14
204,1,0.727272727,0.833333333,0.44,0.348837209,0.1875,NA,1,6.5,0,abacus,3.96,3,90,86,93,83,84,90,88,230,0.541666667,0.77,0.86,0.75,0.93,0.45,0.37,88,13
205,1,0,0.5,0.4,0.302325581,0.104166667,NA,1,5.7,0,abacus,3.96,3.92,76,69,78,49,76,85,86,232,0.385416667,0.8,0.97,0.64,0.869565217,0.42,0.35,75,10
209,1,1,0.416666667,0.36,0.348837209,0.354166667,NA,1,6.8,0,abacus,4.5,3.88,75,86,86,53,77,86,85,235,0.552083333,0.87,0.68,1.01,0.9,0.2,0.2,77,12
211,1,0.181818182,0.5,0.44,0.441860465,0.25,NA,0,NA,NA,control,4.62,2.92,92,89,98,72,79,86,88,237,0.166666667,0.82,0.51,0.75,0.79,0.61,0.55,85.83333333,8
213,1,0,0.333333333,0.2,0.255813953,0.104166667,NA,0,NA,NA,control,2.29,1.75,69,69,79,59,77,82,88,232,0.40625,0.79,0.94,1.37,0.81300813,0.21,0.17,75.66666667,12
215,1,0.090909091,0.583333333,0.16,0.255813953,0.166666667,NA,0,NA,NA,control,2.46,1.92,66,80,74,64,85,90,85,209,0.25,0.77,0.77,0.99,0.53,0.14,0.18,77.33333333,9
10,1,0.090909091,0.666666667,0.4,0.325581395,0.125,NA,0,6.4,0,control,4.21,1.33,87,78,92,61,78,86,87,228,0.270833333,0.8,0.77,0.7,0.74,0.15,0.14,81.83333333,11
101,1,0,0.416666667,0.16,0.186046512,0.104166667,NA,0,5.9,1,control,4,3.17,67,62,77,68,80,86,87,225,0.166666667,0.64,1.15,1.02,0.970873786,0.24,0.23,77.5,6
104,1,0,0.583333333,0.2,0.23255814,0.145833333,NA,1,6.8,0,abacus,3.17,3.67,61,71,69,73,79,86,89,236,0.46875,0.84,1.22,0.87,0.617283951,0.24,0.25,76.16666667,13
106,1,0.090909091,0.583333333,0.32,0.23255814,0.125,NA,0,6.8,0,control,2.96,3,54,58,60,57,80,88,86,217,0.375,NA,NA,NA,NA,NA,NA,70.83333333,NA
109,1,0.909090909,0.5,0.48,0.372093023,0.291666667,NA,1,6.1,0,abacus,3.33,3.33,86,79,89,63,87,84,87,217,0.520833333,0.83,0.7,0.61,0.666666667,0.24,0.24,82.66666667,12
11,1,0.090909091,0.333333333,0.12,0.23255814,0.104166667,NA,0,6.2,0,control,3.92,3.46,66,64,81,66,80,86,85,220,0.333333333,0.76,0.55,0.55,0.25,0.36,0.37,77.33333333,10
110,1,0.454545455,0.75,0.36,0.348837209,0.375,NA,1,6.8,0,abacus,3.21,4.17,87,92,96,83,79,82,87,238,0.5,0.85,0.31,0.49,0.82,0.75,0.6,85.66666667,10
112,1,0.181818182,0.666666667,0.28,0.325581395,0.145833333,NA,0,6.7,0,control,3.46,1.96,52,70,55,60,76,86,87,233,0.541666667,0.68,0.68,0.75,0.44,0.31,0.35,69.33333333,9
117,1,0,0.833333333,0.32,0.372093023,0.208333333,NA,1,6.4,0,abacus,3.38,4.88,75,83,79,35,75,80,87,220,0.666666667,0.85,0.44,0.91,0.93,0.25,0.24,71.83333333,12
125,1,0,0.833333333,0.32,0.325581395,0.104166667,NA,0,6.5,0,control,2.29,1.62,89,89,98,66,76,84,85,233,0.520833333,0.75,1.04,0.7,0.28,0.14,0.19,83,10
128,1,0,0.833333333,0.32,0.348837209,0.145833333,NA,1,6.5,0,abacus,4.5,3.46,55,76,64,67,78,84,89,229,0.510416667,0.84,0.48,0.84,0.58,0.18,0.17,72.83333333,12
130,1,0,0.75,0.4,0.395348837,0.333333333,NA,1,6.2,1,abacus,3.12,4.71,91,94,90,69,79,92,87,236,0.572916667,0.85,0.48,0.51,0.29,0.27,0.28,84.66666667,14
133,1,0.090909091,0.75,0.32,0.348837209,0.125,NA,1,7.7,0,abacus,2.75,2.33,85,85,85,68,79,90,85,230,0.260416667,0.75,1.2,1.1,0.662251656,0.17,0.17,82,12
134,1,1,0.583333333,0.44,0.325581395,0.1875,NA,1,7.1,0,abacus,3.33,4.12,94,93,99,90,84,90,86,237,0.34375,0.8,0.49,0.64,0.47,0.42,0.43,90.5,12
14,1,0.090909091,0.75,0.24,0.302325581,0.229166667,NA,0,7.1,0,control,3.58,4.54,79,86,89,71,79,88,87,229,0.604166667,0.8,0.53,0.28,0.24,0.43,0.53,82.16666667,12
141,1,0.454545455,0.5,0.28,0.372093023,0.270833333,NA,1,7.1,1,abacus,3.92,4.08,93,98,99,74,82,86,87,234,0.322916667,0.81,0.59,0.52,0.72,0.56,0.6,86.83333333,12
144,1,0.818181818,0.666666667,0.32,0.325581395,0.208333333,NA,1,5.8,0,abacus,4.12,3.17,91,88,98,84,78,86,87,236,0.354166667,0.94,0.44,0.24,0.21,0.72,0.74,87.33333333,13
152,1,0.272727273,0.75,0.32,0.23255814,0.166666667,NA,0,6.7,0,control,2.96,3.96,94,91,99,57,82,86,89,226,0.697916667,0.83,0.31,0.39,0.75,0.68,0.57,84.5,13
153,1,0,0.583333333,0.2,0.23255814,0.145833333,NA,0,6.1,1,control,2.62,3.25,43,64,75,46,76,84,87,221,0.15625,0.89,0.5,0.64,0.91,0.64,0.44,68.5,11
154,1,0.363636364,0.666666667,0.36,0.279069767,0.145833333,NA,0,7.2,0,control,3.33,4.12,85,91,96,80,82,88,87,230,0.458333333,0.8,0.43,0.53,0.61,0.52,0.56,86.33333333,13
155,1,0.545454545,0.416666667,0.6,0.441860465,0.583333333,NA,1,6.8,1,abacus,3.5,4.33,97,97,100,91,80,92,87,239,0.395833333,0.83,0.42,0.59,0.41,0.53,0.51,91.16666667,12
161,1,0.545454545,0.833333333,0.44,0.395348837,0.125,NA,1,7.3,0,abacus,2.21,2.54,87,90,83,72,75,82,85,235,0.5,0.66,1.39,1.1,0.81,0.1,0.11,80.66666667,11
162,1,0.090909091,0.5,0.28,0.302325581,0.1875,NA,0,7.2,0,control,2.71,3.79,65,73,76,67,76,84,88,234,0.041666667,0.76,0.92,1.08,0.85,0.18,0.21,76,11
163,1,0.181818182,0.5,0.36,0.395348837,0.270833333,NA,0,6.1,1,control,3.21,2.08,89,93,98,74,82,82,87,234,0.135416667,0.8,0.86,0.62,0.84,0.49,0.56,85.33333333,13
167,1,0.272727273,0.166666667,0.2,0.302325581,0.125,NA,1,6.4,0,abacus,2.33,3.25,87,85,89,72,78,80,86,237,NA,0.9,0.45,0.56,0.98,0.56,0.57,82,10
169,1,0.363636364,0.666666667,0.32,0.325581395,0.208333333,NA,0,8.5,1,control,3.29,4.21,88,85,94,78,81,86,86,221,0.375,0.78,0.5,0.68,0.49,0.36,0.41,85.5,13
17,1,0.090909091,0.666666667,0.2,0.279069767,0.145833333,NA,0,6.7,0,control,2.92,3.17,76,77,82,71,79,86,87,217,0.59375,0.67,1.13,1.02,0.662251656,0.17,0.18,80.16666667,9
179,1,0.363636364,0.583333333,0.44,0.441860465,0.208333333,NA,1,6.3,1,abacus,3.88,4.71,91,88,98,78,84,86,87,234,0.260416667,0.8,0.48,0.72,0.85,0.51,0.36,87.33333333,11
18,1,0.545454545,0.916666667,0.4,0.418604651,0.291666667,NA,0,6.9,1,control,2.83,4.54,92,89,94,92,96,90,87,213,0.510416667,0.85,0.45,0.8,0.93,0.52,0.46,91.83333333,11
180,1,0.454545455,0.833333333,0.4,0.372093023,0.270833333,NA,1,6.2,1,abacus,4.79,4.25,96,96,99,85,83,90,86,222,0.697916667,0.9,0.32,0.43,0.48,0.57,0.66,89.83333333,11
181,1,0.727272727,0.833333333,0.4,0.325581395,0.1875,NA,1,6.9,0,abacus,4.21,7.12,88,96,100,86,77,82,88,237,0.645833333,0.83,0.72,1.66,0.78,0.12,0.11,86.83333333,9
182,1,0.090909091,0.583333333,0.28,0.325581395,0.125,NA,0,6.3,1,control,2.96,2.54,75,80,95,72,81,88,86,234,0.260416667,0.73,0.83,0.71,0.43,0.27,0.31,82.83333333,10
183,1,0.181818182,0.166666667,0.44,0.348837209,0.25,NA,1,6.4,0,abacus,3.25,2.04,96,96,100,73,81,90,89,226,-0.020833333,0.71,1.15,1.24,0.72,0.11,0.12,88.16666667,11
184,1,0,0.583333333,0.28,0.255813953,0.166666667,NA,1,7.5,0,abacus,3.88,3.62,94,95,97,81,75,86,84,236,0.520833333,0.7,0.72,0.59,0.34,0.26,0.33,86.16666667,9
186,1,0.090909091,0.666666667,0.28,0.325581395,0.25,NA,1,6.2,0,abacus,4.83,2,68,76,75,65,79,82,88,223,0.104166667,NA,NA,NA,NA,NA,NA,76.16666667,NA
188,1,0.363636364,0.833333333,0.28,0.325581395,0.125,NA,0,7,1,control,3.21,3.38,75,85,85,79,84,92,87,227,0.416666667,0.83,0.62,0.42,0.68,0.54,0.64,83.66666667,10
189,1,0.727272727,0.666666667,0.28,0.348837209,0.208333333,NA,0,7,0,control,3.17,3.67,90,94,95,79,85,86,88,227,0.53125,0.86,0.64,1.07,0.442477876,0.3,0.16,87.16666667,12
190,1,0.818181818,0.833333333,0.28,0.279069767,0.104166667,NA,1,7,1,abacus,3.21,3.25,88,90,97,69,82,90,86,229,0.510416667,0.72,0.59,1.11,0.37,0.25,0.23,85.33333333,13
196,1,1,0.666666667,0.24,0.348837209,0.25,NA,0,6,0,control,4.33,4.12,97,98,100,83,81,82,87,235,0.25,0.83,0.39,0.63,0.54,0.35,0.28,88.33333333,12
198,1,0.090909091,0.166666667,0.28,0.325581395,0.125,NA,0,5.8,0,control,2.12,3.12,60,69,73,50,85,86,86,231,0.28125,0.76,1.12,1.25,0.793650794,0.12,0.13,73.33333333,11
199,1,0,0.583333333,0.28,0.348837209,0.208333333,NA,0,7.5,0,control,3.38,5.62,48,71,61,66,80,86,86,217,0.53125,0.85,0.39,0.44,0.36,0.57,0.58,71.16666667,11
20,1,0.181818182,0.916666667,0.24,0.372093023,0.1875,NA,1,6.5,0,abacus,3.83,4.04,85,88,85,67,81,90,85,240,0.458333333,0.82,0.39,0.5,0.7,0.53,0.47,82.16666667,15
200,1,0.090909091,0.583333333,0.2,0.279069767,0.083333333,NA,1,7.1,0,abacus,2.88,4,56,62,70,66,81,60,87,229,0.479166667,0.78,0.54,0.61,0.46,0.21,0.14,70,10
201,1,0.272727273,NA,0.36,0.325581395,0.208333333,NA,0,7,0,control,3.25,3.21,81,86,91,51,79,90,89,236,0.291666667,0.84,0.54,0.38,0.83,0.56,0.64,80.16666667,14
206,1,0.090909091,0.5,0.24,0.348837209,0.145833333,NA,1,6.8,0,abacus,4.42,4.17,73,69,77,35,79,86,87,206,-0.104166667,0.73,1.6,1.22,0.327868852,0.31,0.18,72.83333333,12
207,1,0.818181818,0.75,0.48,0.348837209,0.458333333,NA,1,6.8,0,abacus,3.79,3.67,96,97,96,86,87,88,89,229,0.479166667,0.85,0.51,0.78,0.67,0.43,0.39,90.33333333,13
208,1,0,0.25,0.24,0.255813953,0.125,NA,0,6.8,1,control,2.17,3.71,59,69,69,67,91,92,86,223,0.447916667,0.82,0.55,1.28,0.69,0.31,0.24,77.33333333,10
21,1,0.454545455,0.583333333,0.48,0.325581395,0.354166667,NA,1,6.4,0,abacus,2.83,4.62,89,96,92,78,79,88,89,240,0.25,0.81,0.6,0.87,0.862068966,0.22,0.14,85.83333333,14
210,1,0.636363636,0.75,0.32,0.302325581,0.125,NA,0,5.7,0,control,3.25,3.5,39,67,60,46,77,86,89,226,0.59375,0.8,0.47,0.6,0.29,0.26,0.31,66.16666667,12
212,1,0.181818182,0.166666667,0.4,0.23255814,0.145833333,NA,0,NA,NA,control,2.92,4.62,85,92,96,62,81,86,87,227,0.229166667,0.72,0.69,0.5,0.96,0.39,0.45,82.83333333,12
22,1,0.181818182,0.5,0.24,0.348837209,0.229166667,NA,0,5.8,1,control,3.29,3.04,85,89,96,65,84,92,89,210,0.208333333,0.81,1.03,1.09,0.952380952,0.19,0.18,85.16666667,13
25,1,0.181818182,0.583333333,0.32,0.302325581,0.104166667,NA,1,6.6,1,abacus,3.83,2.38,96,92,100,80,83,88,85,240,0.395833333,0.88,0.5,0.27,0.19,0.4,0.43,88.66666667,15
28,1,0,0.166666667,0.24,0.302325581,0.083333333,NA,1,6.8,1,abacus,3.88,2.71,72,81,85,52,82,86,87,237,0.354166667,0.82,0.65,0.93,0.99009901,0.37,0.29,77.33333333,10
29,1,0,0.166666667,0.32,0.302325581,0.166666667,NA,0,6.1,0,control,3.58,3.25,76,74,89,73,79,90,87,229,0.166666667,0.77,0.79,1.41,0.884955752,0.13,0.1,82.33333333,13
34,1,0.454545455,0.666666667,0.2,0.302325581,0.145833333,NA,0,5.8,1,control,4.33,3.17,98,90,99,82,80,90,87,231,0.583333333,0.86,0.89,0.69,0.432900433,0.32,0.21,89.33333333,10
35,1,0.636363636,0.5,0.4,0.395348837,0.354166667,NA,1,7.6,0,abacus,3.29,2.33,86,93,93,63,78,60,86,232,0.166666667,0.75,0.77,0.6,0.65,0.35,0.42,77.66666667,11
40,1,0.090909091,0.75,0.44,0.325581395,0.229166667,NA,0,6.3,0,control,2.71,3.46,90,91,98,58,82,88,85,235,0.479166667,0.82,0.66,1.42,0.72,0.27,0.19,83.5,9
42,1,0,1,0.28,0.325581395,0.208333333,NA,1,7.3,0,abacus,4.17,4,81,78,83,60,75,86,85,229,0.375,0.84,0.43,0.48,0.61,0.49,0.4,78.33333333,12
46,1,0.090909091,0.416666667,0.24,0.279069767,0.104166667,NA,0,6.2,0,control,2.75,2.92,35,59,52,54,84,84,88,231,0.489583333,0.76,0.49,0.85,0.74,0.49,0.4,66.16666667,8
47,1,0.363636364,0.583333333,0.36,0.325581395,0.166666667,NA,0,5.8,1,control,4.25,3.54,92,94,97,55,83,86,88,229,0.5,0.79,0.76,0.7,0.740740741,0.51,0.38,83.5,11
53,1,0.363636364,0.583333333,0.28,0.302325581,0.125,NA,1,6.2,0,abacus,2.58,3.75,91,86,93,78,75,86,87,237,0.333333333,0.86,0.37,0.45,0.85,0.76,0.62,85,8
54,1,0.727272727,0.833333333,0.4,0.395348837,0.1875,NA,0,6.4,0,control,4.33,4.25,95,91,97,86,81,88,92,232,0.520833333,0.79,0.65,0.62,0.925925926,0.46,0.42,89.83333333,9
62,1,0.090909091,0.416666667,0.24,0.302325581,0.104166667,NA,1,5.8,0,abacus,2.75,3.25,60,70,70,68,78,85,87,227,0.333333333,0.81,0.58,0.93,0.38,0.15,0.12,74.66666667,12
63,1,0.909090909,0.666666667,0.44,0.372093023,0.25,NA,1,6.3,1,abacus,4,3.5,98,96,99,90,85,96,86,229,0.302083333,0.74,1,0.76,0.73,0.32,0.37,92.33333333,11
64,1,0.090909091,0.583333333,0.2,0.279069767,0.166666667,NA,0,6.5,1,control,3.58,3.67,94,93,97,76,81,90,85,231,0.270833333,0.72,0.64,0.68,0.602409639,0.25,0.14,87.16666667,12
66,1,0,0.583333333,0.32,0.348837209,0.25,NA,1,6.2,0,abacus,5.21,4.33,68,78,67,59,79,90,85,230,0.479166667,0.88,0.31,0.31,0.64,0.39,0.36,74.66666667,10
7,1,0.090909091,0.333333333,0.12,0.279069767,0.020833333,NA,0,7.2,0,control,1.83,3.79,80,85,86,69,80,86,85,215,0.0625,0.83,0.6,0.72,0.87,0.1,0.06,81,11
73,1,0.181818182,0.416666667,0.2,0.325581395,0.104166667,NA,0,6.2,0,control,3.17,4.17,71,75,79,62,80,86,86,219,0.53125,0.94,0.34,0.25,0.29,0.72,0.66,77.33333333,11
79,1,0.909090909,0.5,0.44,0.395348837,0.104166667,NA,0,6.4,1,control,3.88,3.71,98,96,100,88,83,88,88,232,0.71875,0.78,0.57,0.68,0.39,0.34,0.36,90.83333333,13
82,1,0,0.583333333,0.24,0.23255814,0.145833333,NA,1,6.5,0,abacus,6.17,3.75,82,91,89,65,81,84,87,224,0.583333333,0.77,0.7,0.75,0.34,0.16,0.15,81.33333333,11
84,1,0,0.166666667,0.2,0.325581395,0.208333333,NA,1,6.5,0,abacus,3.88,3.5,80,82,90,52,77,86,84,213,0.3125,0.86,0.41,0.66,0.95,0.62,0.56,78.16666667,16
85,1,0.090909091,0.416666667,0.2,0.325581395,0.125,NA,1,6.6,0,abacus,5.04,2.58,67,78,79,61,78,82,88,231,0.166666667,0.85,0.36,0.65,0.78,0.71,0.64,75.83333333,12
88,1,0,0.583333333,0.4,0.325581395,0.145833333,NA,0,6.6,1,control,2.5,2.42,72,82,86,54,84,86,85,227,0.395833333,0.83,0.88,0.45,0.95,0.64,0.52,77.83333333,11
9,1,0,0.5,0.24,0.279069767,0.125,NA,0,5.9,1,control,2.67,3.96,81,73,89,75,83,86,88,230,0.25,0.75,0.81,0.89,0.27,0.09,0.11,83.66666667,13
91,1,0.090909091,0.833333333,0.4,0.348837209,0.229166667,NA,1,6.2,1,abacus,3.83,2.5,93,86,96,80,82,92,87,231,0.427083333,0.69,0.73,0.52,0.51,0.29,0.36,88.33333333,12
93,1,0.727272727,0.5,0.28,0.348837209,0.208333333,NA,0,7,1,control,4.75,2.79,88,90,92,61,85,88,89,208,0.416666667,0.92,0.36,0.48,0.57,0.68,0.49,83.83333333,15
95,1,0,0.166666667,0.12,0.186046512,0.083333333,NA,0,7,0,control,3.54,4.25,60,74,79,68,81,88,89,227,0,0.86,0.5,1.22,0.934579439,0.26,0.19,77.5,13
1,2,0.909090909,0.5,0.56,0.441860465,0.541666667,0.614285714,1,6.4,0,abacus,3.88,4.79,94,95,94,78,70,78,93,237,0.625,0.92,0.28,0.4,0.55,0.72,0.64,84.5,11
5,2,0.454545455,0.125,0.36,0.348837209,0.145833333,0.207142857,0,7.3,0,control,3.79,2.96,48,57,47,67,70,71,82,220,0.375,0.79,0.71,0.46,0.76,0.51,0.59,64.16666667,13
6,2,0,0.166666667,0.12,0.139534884,0,0.121428571,0,6.9,0,control,2.75,2.54,33,33,26,69,76,77,87,230,0.427083333,0.89,1.05,0.75,0.621118012,0.36,0.35,61.33333333,13
7,2,0,0.166666667,0.2,0.302325581,0.104166667,0.35,0,7.2,0,control,3.29,1.58,47,40,59,55,72,72,88,220,0.1875,0.76,0.89,0.84,0.666666667,0.22,0.17,65.5,9
9,2,0,0.333333333,0.4,0.395348837,0.208333333,0.3,0,5.9,1,control,3.96,3.96,79,79,74,72,76,76,79,237,0.21875,0.71,0.36,0.08,0.18,0.57,0.66,76,10
10,2,0.363636364,0.416666667,0.36,0.395348837,0.25,0.264285714,0,6.4,0,control,4.67,3.79,71,67,69,57,73,75,81,228,0.614583333,0.68,0.65,0.59,0.62,0.47,0.39,71,14
11,2,0.454545455,0.541666667,0.36,0.372093023,0,0.342857143,0,6.2,0,control,4.54,4.08,67,55,58,64,77,76,79,224,0.40625,0.96,0.4,0.52,0.78,0.72,0.62,70.16666667,11
12,2,1,0.833333333,0.36,0.441860465,0.291666667,0.4,0,6.5,0,control,4.33,3.54,90,91,96,79,78,79,72,235,0.760416667,0.8,0.47,0.67,0.31,0.38,0.41,82.33333333,13
16,2,0.454545455,0.708333333,0.4,0.372093023,0.25,0.192857143,1,7.1,0,abacus,3.5,4.38,48,65,53,65,72,82,90,229,0.791666667,0.85,0.54,0.52,0.74,0.6,0.57,68.33333333,13
17,2,0.818181818,0.666666667,0.6,0.418604651,0.354166667,0.35,0,6.7,0,control,3.25,4.42,76,83,92,71,78,80,84,227,0.65625,0.81,0.88,0.6,0.64516129,0.37,0.4,80.16666667,14
18,2,0.909090909,0.875,0.6,0.441860465,0.416666667,0.478571429,0,6.9,1,control,3.46,3.25,93,90,95,78,83,90,78,228,0.760416667,0.8,0.83,0.64,0.884955752,0.41,0.41,86.16666667,15
19,2,0.727272727,0.708333333,0.36,0.325581395,0.25,0.25,0,5.8,0,control,2.67,3.17,58,80,68,68,72,68,85,238,0.4375,0.7,0.95,0.89,0.81300813,0.26,0.18,69.83333333,10
20,2,0.636363636,0.833333333,0.4,0.465116279,0.291666667,0.407142857,1,6.5,0,abacus,5.54,4.75,75,83,71,75,72,77,83,242,0.541666667,0.86,0.33,0.32,0.31,0.59,0.6,75.5,13
21,2,1,0.583333333,0.72,0.441860465,0.583333333,0.542857143,1,6.4,0,abacus,3.46,4.62,80,79,82,71,77,78,87,243,0.5625,0.71,1,0.65,0.943396226,0.21,0.17,79.16666667,10
22,2,0.545454545,0.708333333,0.56,0.465116279,NA,0.442857143,0,5.8,1,control,3.38,5.04,82,80,84,80,69,84,86,234,0.520833333,0.75,1.16,0.52,0.617283951,0.27,0.2,80.83333333,13
23,2,0.090909091,0.166666667,0.2,0.325581395,0.1875,0.214285714,1,6.9,0,abacus,2.88,4.83,34,63,39,64,66,70,74,225,0.208333333,0.76,0.45,0.59,0.56,0.41,0.43,57.83333333,13
24,2,1,0.708333333,0.64,0.465116279,0.333333333,0.45,1,6.9,1,abacus,3,3.5,86,90,89,83,74,85,77,219,0.645833333,0.85,0.59,0.61,0.62,0.45,0.53,82.33333333,13
25,2,0.181818182,0.791666667,0.52,0.441860465,0.333333333,0.421428571,1,6.6,1,abacus,4.17,3.88,81,67,82,86,79,81,78,230,0.3125,0.93,0.47,0.34,0.22,0.46,0.45,81.16666667,15
26,2,0.818181818,0.833333333,0.6,0.465116279,0.479166667,0.528571429,0,7.7,0,control,4.17,4.38,87,92,90,78,70,77,80,227,0.604166667,0.65,0.83,0.92,0.68,0.1,0.12,80.33333333,15
27,2,0.181818182,0.041666667,0.44,0.372093023,0.229166667,0.257142857,0,6.3,1,control,4.25,3.96,61,59,66,74,79,76,90,229,0.291666667,0.82,0.73,1.02,0.763358779,0.29,0.2,74.33333333,15
28,2,0.363636364,0.5,0.48,0.279069767,0.166666667,0.307142857,1,6.8,1,abacus,4.5,5.25,53,63,51,73,74,76,83,239,0.322916667,0.74,0.61,0.65,0.32,0.31,0.34,68.33333333,12
29,2,0.363636364,0.458333333,0.44,0.348837209,0.270833333,0.2,0,6.1,0,control,3.83,3.54,68,45,74,72,74,77,86,233,0.1875,0.77,0.58,1.14,0.57,0.11,0.1,75.16666667,13
30,2,0.818181818,0.791666667,0.52,0.465116279,0.354166667,0.442857143,0,6.5,0,control,2.83,3.58,85,75,92,77,75,76,85,238,0.572916667,0.78,0.66,0.63,0.63,0.38,0.45,81.66666667,11
33,2,1,0.541666667,0.4,0.418604651,0.354166667,0.342857143,1,6.9,1,abacus,4.75,3.92,94,83,90,75,73,72,56,210,0.625,0.8,0.68,0.86,0.98,0.34,0.33,76.66666667,13
34,2,1,0.291666667,0.48,0.418604651,0.208333333,0.357142857,0,5.8,1,control,4.62,3.46,82,87,87,81,83,78,81,239,0.395833333,0.91,1.99,0.5,0.194552529,0.68,0.45,82,12
35,2,0.818181818,0.583333333,0.6,0.465116279,0.354166667,0.535714286,1,7.6,0,abacus,2.88,2.71,67,85,60,75,81,82,84,240,0.3125,0.7,1.55,1.07,0.662251656,0.19,0.16,74.83333333,13
37,2,1,0.625,0.44,0.348837209,0.3125,0.335714286,0,7.5,0,control,3.54,3.75,91,87,92,67,77,81,83,236,0.333333333,0.77,0.61,0.92,0.91,0.29,0.24,81.83333333,14
39,2,0.909090909,0.666666667,0.64,0.441860465,0.479166667,0.342857143,1,7.2,0,abacus,5.21,3.21,97,92,99,80,76,77,77,235,0.5625,0.72,1.05,0.57,0.76,0.34,0.39,84.33333333,13
40,2,0.181818182,0.625,0.48,0.395348837,0.375,0.292857143,0,6.3,0,control,3.12,3.54,81,71,87,74,69,85,81,238,0.583333333,0.8,0.7,0.6,0.84,0.52,0.53,79.5,14
41,2,0.545454545,0.708333333,0.36,0.372093023,0.25,0.135714286,0,6.2,0,control,3.17,3.75,70,68,78,71,69,73,67,211,0.6875,0.69,1.09,0.93,0.66,0.09,0.11,71.33333333,12
43,2,0.909090909,0.541666667,0.48,0.441860465,0.583333333,0.528571429,1,5.7,0,abacus,3.83,5.79,77,85,83,73,78,76,80,234,0.458333333,0.84,0.36,0.64,0.87,0.44,0.38,77.83333333,12
